city,date,fare,ride_id
West Angela,1/2/2019,19.81,9739967666158
Leahton,2/28/2019,31.01,2116500207936
Johnton,4/11/2019,16.63,7248459450448
Port David,1/21/2019,32.92,857956984195
New Kimberlyborough,4/1/2019,35.11,8275820093507
Port Frank,2/26/2019,25.18,7280804922163
Barajasview,1/24/2019,9.21,1841073494391
South Phillip,4/21/2019,32.85,2752328490329
North Jasmine,4/3/2019,19.66,9206122228723
New Kimberlyborough,3/13/2019,14.84,1839171122889
North Jasmine,1/5/2019,26.72,3669060555225
Reynoldsfurt,2/13/2019,7.43,5244425698113
North Barbara,5/5/2019,38.15,256007222475
South Karenland,4/23/2019,12.34,9185788818366
North Jasmine,4/17/2019,22.41,4198039541673
East Kaylahaven,2/16/2019,34.42,7999611361088
West Samuelburgh,3/7/2019,34.22,1129565554274
Richardfort,3/3/2019,11.42,2916078036620
West Heidi,2/19/2019,7.64,8966126701769
Raymondhaven,5/8/2019,18.45,1811574736337
North Markport,4/29/2019,19.8,1839021476247
New Paulton,2/17/2019,37.44,7429666346759
Karenside,1/25/2019,19.6,4716956966395
South Jack,3/3/2019,29.88,2153390332898
South Michelleport,1/20/2019,34.72,6387935611001
North Jason,4/1/2019,40.45,1101699127777
Joneschester,1/26/2019,13.77,6678138496534
Amandaburgh,1/2/2019,33.06,6330658179518
North Jason,3/28/2019,42.75,4271684689560
Roberthaven,1/28/2019,28.11,6228196244648
South Karenland,2/13/2019,24.16,3274616265567
Rogerston,1/23/2019,21.64,3849704287167
Robertport,2/14/2019,18.38,9072927119265
West Samuelburgh,1/6/2019,11.01,73344113439
New Paulton,4/6/2019,38.8,8523234215665
Port Johnbury,4/12/2019,8.42,39663640391
South Karenland,5/3/2019,19.69,2542833874680
Liumouth,3/22/2019,39.96,6162501769368
South Evanton,4/29/2019,5.16,314702567786
Huntermouth,4/20/2019,23.65,3496017787039
Simpsonburgh,4/26/2019,29.22,4452627021726
Valentineton,2/17/2019,21.74,4882233203306
Deanville,1/12/2019,39.45,419667752175
South Karenland,4/27/2019,6.62,9440452913212
Lake Jonathanshire,3/22/2019,18.72,4675968803527
East Kaylahaven,3/1/2019,23.45,3219972039261
Port David,4/12/2019,35.51,2988691809424
West Gabriel,1/30/2019,25.64,3458714190369
South Evanton,2/13/2019,44.33,3933480252928
Richardfort,1/13/2019,25.81,9110913538598
North Madeline,4/4/2019,25.38,6907041134302
South Evanton,4/6/2019,9.3,1037050050692
Royland,2/18/2019,8.32,5213108195867
Hurleymouth,1/7/2019,20.01,4462373605170
West Anthony,4/8/2019,20.83,9582303999416
Martinezhaven,2/14/2019,27.16,2198999302323
North Jasmine,1/21/2019,33.06,4263006375138
Carriemouth,4/15/2019,40.03,2667929739732
Lake Scottton,1/21/2019,21.81,294152016280
Hurleymouth,1/17/2019,24.86,9295336313691
North Barbara,3/17/2019,6.12,5476938523655
Royland,4/23/2019,40.39,338531895520
North Jason,1/12/2019,9.97,8000607854022
West Ericstad,1/27/2019,29.05,7599450195358
Joneschester,3/13/2019,27.79,1264452837532
North Madeline,5/3/2019,16.44,212158091636
Loganberg,2/18/2019,23.98,9369013244643
West Patrickchester,4/7/2019,33.9,3859130440081
Justinberg,4/4/2019,19.38,3733963439606
Lake Jonathanshire,4/16/2019,32.47,1013873953228
Karenside,3/4/2019,25.21,9107960049863
North Madeline,2/4/2019,9.84,9479830048819
West Josephberg,3/30/2019,25.19,7575785795869
West Christopherberg,5/1/2019,39.8,5350289549048
Lake Scottton,4/19/2019,37.67,5487285317750
Simpsonburgh,5/4/2019,33.11,2860856883893
South Karenland,1/23/2019,22.54,906736207129
South Evanton,2/26/2019,7.81,741939312160
New Paulville,1/2/2019,33.08,2368537035314
Carriemouth,3/8/2019,37.81,7350661461430
North Madeline,3/1/2019,20.8,1575104438305
West Heidi,1/17/2019,24.19,8798102589241
Amandaburgh,1/13/2019,23.35,9975084532253
Valentineton,3/6/2019,38.88,2762937463829
South Phillip,3/23/2019,40.07,2307854781368
West Angela,2/22/2019,23.09,5991667849215
Erikaland,4/25/2019,34.05,5673820536254
Loganberg,4/23/2019,32.4,2448427854987
West Heidi,1/1/2019,10.75,6571513080673
South Michelleport,1/27/2019,30.16,3948526488391
Christopherfurt,3/15/2019,34.09,1264516579194
North Markport,4/6/2019,18.15,7268609489111
West Anthony,2/10/2019,38.54,8950008238108
South Phillip,4/16/2019,24.63,7860896953308
South Phillip,1/7/2019,6.54,197653692239
Williamsview,3/2/2019,25.15,5050608655121
Port Frank,1/5/2019,35.35,1918776405433
West Angela,3/18/2019,13.06,7206619990906
Liumouth,4/14/2019,25.28,7891750319251
Port Frank,5/3/2019,21.11,9063920293861
Jerryton,3/4/2019,22.91,3498905000817
Richardfort,3/6/2019,8.28,5127600643309
Lake Danielberg,1/14/2019,24.14,7958893128864
South Evanton,1/17/2019,34.55,3373258213100
Williamsview,1/25/2019,41.17,4838881371737
South Jack,1/29/2019,43.12,6046698489448
Justinberg,2/13/2019,10.18,3143508668222
Liumouth,4/29/2019,23.99,819442443593
South Jack,1/9/2019,21.13,6055921836157
South Michelleport,3/29/2019,11.06,9979817442901
Hurleymouth,2/23/2019,31.97,1990077862269
West Samuelburgh,2/22/2019,17.35,3943007288125
North Barbara,4/9/2019,6.68,2535408162930
Royland,1/20/2019,6.66,4292343513903
Lake Scottton,4/8/2019,44.03,9052901892070
Raymondhaven,4/30/2019,29.84,7628275458574
Lake Scottton,5/8/2019,18.04,5616262558026
Martinezhaven,5/7/2019,6.89,3266247221258
Lake Scottton,2/8/2019,34.95,7928828679563
Richardfort,2/5/2019,42.22,4051093040264
West Josephberg,4/11/2019,18.65,6034780270685
New Paulville,3/5/2019,23.75,9558031485248
South Phillip,5/7/2019,36.51,2373463606606
South Karenland,3/22/2019,15.54,1305521187209
Valentineton,1/22/2019,17.74,6348946945240
South Evanton,5/7/2019,34.03,3182588142048
Pattyland,4/19/2019,4.55,6863691950115
Port Samanthamouth,3/15/2019,5.62,6911793332732
East Kaylahaven,1/11/2019,8.02,9778559091886
North Madeline,2/27/2019,36.87,9531911098356
Richardfort,4/4/2019,16.35,6077906760851
South Michelleport,2/11/2019,28.03,3129314459254
Port Johnbury,1/21/2019,32.68,277259241694
Liumouth,1/18/2019,20.68,984551570260
South Evanton,4/8/2019,5.62,1336030545631
Richardfort,3/5/2019,4.85,3291539624738
New Jacobville,2/7/2019,26.09,3517704368178
East Kaylahaven,2/4/2019,38.13,2889304581969
Williamsstad,1/20/2019,18.79,5023157350397
Lake Jonathanshire,4/11/2019,25.92,8533808747676
Port Samanthamouth,4/25/2019,9.44,4793952979390
South Karenland,3/30/2019,20.21,2903443186097
West Christopherberg,3/10/2019,7.98,5729357604390
Lake Scottton,3/29/2019,35.36,3706314280455
East Kaylahaven,1/24/2019,31.4,7430406748016
Raymondhaven,4/4/2019,41.45,2893202480774
Port Frank,3/19/2019,22.63,9908378465166
New Paulville,4/24/2019,13.32,8564322973357
Karenberg,4/30/2019,5.7,7644517011765
Barajasview,3/24/2019,12.24,766512199846
North Jason,2/10/2019,25.36,8594848265735
Barajasview,4/18/2019,12.35,6122257582314
New Kimberlyborough,4/3/2019,33.74,6329063149216
West Samuelburgh,1/31/2019,9.67,8851666927116
West Heidi,3/21/2019,9.06,6618749143588
Port Frank,1/16/2019,11.97,8711333582560
West Samuelburgh,4/8/2019,14.52,2480520808757
West Gabriel,5/1/2019,8.67,425757573667
Loganberg,4/18/2019,16.36,4728835123393
West Josephberg,5/7/2019,29.66,261961747605
South Michelleport,2/2/2019,12.77,1407376692621
Christopherfurt,4/14/2019,39.91,253265651115
Justinberg,4/14/2019,7.75,8860058514407
South Michelleport,3/12/2019,25.1,7109079664625
West Angela,4/10/2019,31.03,3524340292330
South Karenland,2/2/2019,10.54,4511035891557
Carriemouth,5/4/2019,41.54,1102333782246
Pattyland,1/9/2019,41.04,3525500502870
West Samuelburgh,3/4/2019,28.18,9684553330848
North Barbara,2/3/2019,11.54,5814426769909
Jerryton,2/20/2019,28.24,4147224282549
Leahton,3/6/2019,14.87,3839886060948
North Jasmine,2/6/2019,9.12,3928977578261
South Karenland,1/3/2019,39.16,5488595025427
Grahamburgh,3/19/2019,33.14,4377426125867
West Robert,3/29/2019,17.53,8336695194192
Williamsview,2/18/2019,18.75,4148427600673
Barajasview,1/4/2019,12.25,1657106589275
Williamsview,1/1/2019,5.42,5676167585855
West Ericstad,2/5/2019,30.89,2464029094187
Lake Danielberg,1/5/2019,28.79,9792091934593
Barajasview,3/29/2019,29.55,3838354230678
Liumouth,3/3/2019,26.6,4278966939061
West Patrickchester,3/6/2019,31.33,2574123507602
Lake Scottton,1/13/2019,24.81,395502999618
Liumouth,1/4/2019,34.77,8500621051587
Williamsstad,1/3/2019,17.16,28294640252
Lake Danielberg,2/4/2019,24.49,859545474575
Justinberg,2/28/2019,14.4,1131855954787
Jerryton,3/7/2019,15.82,8112351353413
New Jacobville,3/12/2019,28.12,3354774437164
Loganberg,1/3/2019,34.42,237725006820
West Patrickchester,3/2/2019,25.28,8920708170312
South Evanton,1/2/2019,16.96,9407700156319
North Markport,5/4/2019,28.93,1471664210200
Port Angela,4/2/2019,25.84,8022436129393
Richardfort,4/14/2019,43.01,7636011510547
Rogerston,1/27/2019,13.4,9764361764025
East Kaylahaven,2/11/2019,4.75,9782978467542
Raymondhaven,2/28/2019,21.78,1853831474811
Loganberg,2/20/2019,41.16,4360659646407
South Jack,2/17/2019,18.08,3666658839798
West Ericstad,5/5/2019,7.76,8379003928607
Port Frank,2/21/2019,19.81,2185137282852
Simpsonburgh,1/23/2019,39.95,1108660251073
Simpsonburgh,1/8/2019,13.01,9413350107687
South Evanton,2/8/2019,38.21,56240519093
Loganberg,3/30/2019,40.8,3172019974706
New Paulville,3/8/2019,18.35,3736130457083
East Kaylahaven,4/30/2019,37.41,1759788940587
West Gabriel,1/31/2019,6.8,1042280944345
South Phillip,3/15/2019,22.28,6023734584015
Richardfort,1/21/2019,10.91,3567611375530
Williamsview,3/22/2019,15.85,8549525496025
West Patrickchester,2/16/2019,12.15,9177372989576
North Jason,5/7/2019,24.2,3915678713657
Karenberg,4/13/2019,23.73,405640953288
East Kaylahaven,3/24/2019,32.21,6710058446869
Lake Jonathanshire,4/9/2019,15.96,577276092645
Williamsstad,3/12/2019,13.79,5771635421960
Deanville,1/28/2019,31.65,649769579565
South Latoya,2/25/2019,25.87,4911564763064
South Karenland,2/26/2019,38.05,445163644058
Justinberg,1/27/2019,28.41,3494883589054
South Michelleport,4/21/2019,36.47,3394685136336
Lake Jonathanshire,1/16/2019,26.27,3267656258507
Jerryton,3/25/2019,9.64,9483701056322
Grahamburgh,2/23/2019,41.98,3687572775641
South Karenland,2/26/2019,35.61,8413974071006
Johnton,4/29/2019,17.89,1266248389669
Justinberg,1/24/2019,38.79,1687190759049
Grahamburgh,2/2/2019,22.53,6583081396582
North Markport,1/17/2019,8.68,930356390428
Port Samanthamouth,1/1/2019,11.71,1849658808540
West Angela,4/11/2019,29.06,713854282118
Port David,3/3/2019,13.41,6413543746665
Christopherfurt,2/23/2019,15.61,8295289890035
Lake Scottton,2/27/2019,9.43,8167805104097
Valentineton,1/3/2019,37.4,4181290691140
Jerryton,2/19/2019,21.27,2523553025606
Reynoldsfurt,3/21/2019,11.97,9406113555740
Hurleymouth,2/24/2019,8.33,2051788093690
South Latoya,3/13/2019,16.01,2755056904274
North Jasmine,3/21/2019,39.02,7925529006582
Richardfort,3/16/2019,21.39,237473464569
Roberthaven,5/3/2019,42.15,2593369705849
South Michelleport,1/5/2019,39.9,6107070834017
Port Johnbury,1/15/2019,40.32,2120999202624
Loganberg,1/31/2019,20.36,1816764262702
Robertport,4/30/2019,14.81,1468741682203
South Michelleport,2/27/2019,10.4,6475102182178
New Jacobville,3/3/2019,41.39,3091545613098
Martinezhaven,4/12/2019,11.55,9306298924624
West Gabriel,4/8/2019,13.31,8629908298269
South Jack,4/10/2019,29.97,6134963889083
New Paulville,1/5/2019,21.57,3713143062176
Royland,1/11/2019,18.42,5578365228841
Roberthaven,1/15/2019,30.42,5912507910247
Justinberg,3/12/2019,24.41,3085648665283
West Angela,2/21/2019,40.55,1832101254162
North Madeline,1/30/2019,16.5,8651911600616
Port Angela,2/3/2019,6.42,9465215247151
North Jason,3/30/2019,12.04,6617567960124
West Patrickchester,4/18/2019,29.12,8009822638677
North Jason,3/27/2019,30.66,3371333703928
West Anthony,2/3/2019,19.66,2909279162533
Liumouth,4/29/2019,32.1,2696753605913
Martinezhaven,4/13/2019,40.2,8856596685853
West Josephberg,1/12/2019,5.77,5094744587526
Simpsonburgh,1/5/2019,39.44,252491764873
New Paulville,1/5/2019,44.68,3084378770502
Christopherfurt,2/4/2019,41.12,807740496588
Johnton,3/15/2019,30.27,1604984494757
South Jack,2/6/2019,7.71,6332020411813
Joneschester,3/28/2019,7.56,4606111536146
Lake Danielberg,2/23/2019,9.25,8304102117881
Port Frank,1/18/2019,19.98,4493440036641
Lake Jonathanshire,1/21/2019,37.25,2966536034637
Rogerston,3/7/2019,27.26,9445963524322
South Karenland,1/2/2019,19.57,7272197128628
West Gabriel,1/15/2019,11.71,3842429247256
West Gabriel,1/12/2019,31.98,2986879445341
Robertport,3/17/2019,14.61,8501454819559
West Christopherberg,4/3/2019,33.03,1478762318845
Lake Scottton,4/2/2019,43.2,3927212153065
West Christopherberg,2/7/2019,10.91,3730797143907
West Anthony,4/18/2019,11.2,3221735036264
Robertport,4/16/2019,36.11,5886554503793
Erikaland,3/27/2019,26.25,4808796549026
Williamsview,1/17/2019,32.29,7451578628999
West Robert,1/30/2019,43.02,7200177034430
Hurleymouth,2/6/2019,32.93,4140229588692
New Paulton,2/21/2019,27.56,3954579271309
Deanville,1/7/2019,21.5,9422003641461
Karenside,1/12/2019,37.73,1873045802736
New Paulton,3/12/2019,38.26,79314274773
Port Samanthamouth,4/9/2019,24.99,6743225912546
South Phillip,5/3/2019,8.3,8580230286693
Lake Danielberg,2/6/2019,29.96,2331999439549
Martinezhaven,2/6/2019,40.29,4665194925087
Pattyland,4/12/2019,28.65,6924230448040
Port Johnbury,2/5/2019,7.44,3008325165012
Richardfort,3/22/2019,16.35,5934239154720
Valentineton,2/17/2019,37.19,5020446269859
Rodneyfort,4/19/2019,35.79,9917197764299
West Christopherberg,4/19/2019,22.86,9748845131381
Valentineton,3/8/2019,43.59,5859669462309
New Jacobville,2/21/2019,40.05,3017975180818
Joneschester,5/5/2019,21.74,2729175742345
Johnton,1/14/2019,19.68,8534361219730
West Heidi,1/29/2019,38.68,4818935872915
West Christopherberg,4/11/2019,4.88,7740852204661
West Angela,3/17/2019,23.45,7766326460678
South Evanton,1/9/2019,40.73,6529652825358
West Gabriel,1/23/2019,40.17,9157930188085
Carriemouth,4/5/2019,38.17,8161204669836
West Ericstad,3/18/2019,23.62,6209238468314
North Jasmine,4/22/2019,6.49,1617288417506
Martinezhaven,4/30/2019,36.07,1517725239558
West Gabriel,2/17/2019,17.03,4385812494114
Liumouth,3/6/2019,37.4,602124109449
Roberthaven,5/2/2019,21.8,3456705475174
West Angela,2/21/2019,27.68,791846342132
West Robert,2/1/2019,30.94,218488354366
Carriemouth,4/27/2019,8.28,451752270898
North Jason,1/8/2019,10.74,1777358514662
West Angela,4/13/2019,28.75,3697508187707
Reynoldsfurt,2/3/2019,6.34,5560686093253
Lake Jonathanshire,4/11/2019,22.48,3505458786874
New Kimberlyborough,2/5/2019,18.02,3979116091493
Jerryton,3/23/2019,37.89,4275221969665
Joneschester,3/4/2019,41.65,9830268750819
Lake Jonathanshire,2/16/2019,17.58,3641777572467
Richardfort,1/3/2019,5.32,3268844473610
Deanville,1/29/2019,25.39,9623390811882
Richardfort,3/29/2019,37.76,4802688422688
Royland,3/23/2019,13.7,8505727203359
Jerryton,4/20/2019,29.84,8129673900768
Lake Jonathanshire,1/17/2019,28.42,6544222037368
Karenberg,4/24/2019,34.67,6995539608497
Joneschester,2/17/2019,10.52,3382314791322
Rogerston,2/27/2019,27.4,6535366485146
North Jason,1/11/2019,19.64,6877014281473
Reynoldsfurt,4/11/2019,38.35,6517888893678
Rogerston,1/26/2019,11.13,9117397855777
Grahamburgh,3/11/2019,34.53,1668089072869
Lake Jonathanshire,1/21/2019,22.36,2522096563712
Lake Danielberg,3/5/2019,44.77,904234510499
Liumouth,1/30/2019,22.9,2852059249491
West Gabriel,1/28/2019,5.58,8437986648490
North Jason,1/24/2019,40.15,6720072772844
West Robert,3/16/2019,42.89,3371305205863
Huntermouth,1/24/2019,42.36,2881099887400
Karenside,1/17/2019,11.6,2896161328712
Karenberg,2/19/2019,12.25,3871929479027
Amandaburgh,1/29/2019,41.06,4296858665195
West Robert,2/18/2019,44.97,341568099144
Pattyland,1/12/2019,17.85,1717518351904
West Robert,2/19/2019,40.64,5090000920328
Lake Jonathanshire,2/23/2019,26.63,5372487991955
Raymondhaven,3/31/2019,7.67,3677670833473
New Kimberlyborough,4/24/2019,37.73,2211216902202
North Jasmine,5/8/2019,18.55,5682021476085
Reynoldsfurt,2/9/2019,21.02,6197091221286
West Anthony,3/8/2019,41.3,1154693699214
West Christopherberg,1/30/2019,16.85,7337258118847
Erikaland,2/11/2019,35.89,1692275914503
Port Samanthamouth,2/2/2019,39.28,2671264374220
New Jacobville,4/30/2019,5.6,3975719805512
Huntermouth,3/27/2019,22.64,9536744918833
Joneschester,3/19/2019,42.74,4496207006444
Port Frank,1/15/2019,30.93,8726143802098
Leahton,3/3/2019,43.44,4290916547911
Raymondhaven,2/7/2019,38.67,8352957849877
South Latoya,4/22/2019,27.54,3391380718287
West Ericstad,3/4/2019,43.98,6434938341937
Liumouth,4/12/2019,10.53,8954520159231
Port Johnbury,4/25/2019,10.26,2977082935156
Robertport,4/18/2019,24.48,4267630984582
South Michelleport,4/27/2019,27.89,355231301182
Grahamburgh,2/16/2019,30.23,5124138921138
Liumouth,4/2/2019,25.56,9544292256253
Grahamburgh,4/10/2019,37.67,1448865682495
Rogerston,2/3/2019,4.41,1718712551725
New Paulville,1/21/2019,33.47,8221242356003
Liumouth,2/28/2019,30.3,2081810970989
Port Frank,2/6/2019,34.86,3935964262850
Loganberg,2/21/2019,36.21,8542273339484
Karenside,3/21/2019,26.69,7728915318388
West Angela,4/14/2019,39.95,7950036014003
West Josephberg,1/31/2019,38.28,4195600587627
West Samuelburgh,2/22/2019,7.13,2717847680996
Lake Danielberg,2/6/2019,30.31,3396701278037
Johnton,1/31/2019,23.36,3671342249951
West Ericstad,1/21/2019,8.07,7506043971589
Lake Scottton,4/18/2019,4.36,5843811924401
North Jasmine,4/17/2019,11.76,4450941712061
North Jason,4/15/2019,42.29,5008032046084
North Jason,3/4/2019,38.49,3338028667880
Lake Danielberg,2/17/2019,11.7,4874329095698
Christopherfurt,4/4/2019,24.47,571640743706
Port Johnbury,1/4/2019,32.75,1737291283544
Port Angela,5/4/2019,21.62,6302510153615
Port Frank,4/28/2019,15,7321190762923
North Barbara,1/8/2019,25.84,3505169399905
North Jason,4/14/2019,8.05,7833718484809
Barajasview,1/12/2019,21.64,3010027933226
North Jasmine,1/13/2019,16.92,5896684082471
South Karenland,4/25/2019,36.71,7085374615497
West Gabriel,2/20/2019,28.13,7467212471692
Carriemouth,3/25/2019,26.4,4293523822822
Huntermouth,3/17/2019,30.31,6909760173471
Valentineton,1/12/2019,42.31,5901460118661
East Kaylahaven,1/29/2019,26.79,5038187912880
Lake Danielberg,4/12/2019,41.45,5338695664074
West Robert,1/15/2019,33.91,2161158839398
Williamsstad,4/4/2019,31.52,778427079687
Port David,4/22/2019,30.03,7355586586718
Karenside,3/3/2019,19.19,1723489219600
Valentineton,3/16/2019,5.23,7407814114542
New Kimberlyborough,4/3/2019,43.07,5603777741586
New Jacobville,4/20/2019,13.35,9259173509501
Joneschester,4/13/2019,27.36,7530382780656
Joneschester,4/20/2019,30.12,8972497663155
Jerryton,3/24/2019,31.47,5424245579315
Grahamburgh,1/3/2019,17.61,7877228075348
Royland,1/18/2019,32.11,4548837819274
West Robert,3/10/2019,6.74,6675182507896
Karenside,2/19/2019,17.41,1217247793421
Williamsview,4/18/2019,39.79,8745531941706
Simpsonburgh,3/3/2019,7.63,4176780124147
West Angela,5/7/2019,12.35,2050512349119
West Heidi,1/15/2019,21.44,83498621902
Leahton,3/13/2019,36.79,6214133326256
Reynoldsfurt,2/14/2019,39.4,9070692324754
Christopherfurt,3/13/2019,32.05,2788817929605
Raymondhaven,3/20/2019,38.53,8658255136559
Port Johnbury,3/26/2019,7.63,8089282605778
West Gabriel,5/5/2019,27.57,4428773411209
Barronchester,1/27/2019,27.79,6653622887913
East Kentstad,4/7/2019,18.75,6575961095852
Lake Omar,1/17/2019,21.71,966911700371
Myersshire,2/27/2019,17.1,5706770909868
West Hannah,4/19/2019,37.78,2273047151891
East Marymouth,3/29/2019,37.6,6370863861570
New Raymond,2/25/2019,20.44,5984505117874
Lake Robertside,1/11/2019,46.51,6574333011308
Josephside,3/30/2019,44.74,5592692102803
Brandonfort,1/14/2019,28.02,8100258078935
Josephside,2/7/2019,31.94,3185694946333
New Raymond,3/21/2019,22.12,6031755734913
Lewisland,2/14/2019,42.31,580385794188
East Kentstad,1/22/2019,35.01,8750865857333
Myersshire,4/29/2019,17.99,1127095356276
Myersshire,1/10/2019,45.81,7014255933887
Lewisland,1/30/2019,32.4,5099208436594
West Hannah,3/22/2019,25.86,7624914034208
North Richardhaven,2/18/2019,41.54,4267383307027
New Olivia,3/29/2019,44.12,7724469578438
New Shannonberg,3/19/2019,25.46,374752841670
Barronchester,5/5/2019,30.38,2281522828169
Nicolechester,2/9/2019,40.83,85473064902
New Raymond,3/18/2019,36.26,3151412877753
New Raymond,5/3/2019,48.56,9495029351539
Victoriaport,4/21/2019,12.13,3313120309203
South Teresa,1/29/2019,38.47,5746182119035
North Richardhaven,4/7/2019,36.32,5014291527509
East Aaronbury,3/19/2019,20.04,4117474421029
South Teresa,2/23/2019,46.02,4623132352357
Bethanyland,4/1/2019,38.71,8221076873967
Lake Scott,1/10/2019,37.96,8130669690525
East Marymouth,1/16/2019,46.2,1181974978638
North Jeffrey,2/4/2019,29.87,7909567053548
Rodriguezview,3/27/2019,49.65,8748957571328
Bethanyland,3/15/2019,37.09,6243188816016
East Kentstad,5/1/2019,39.29,1986613861926
Myersshire,1/6/2019,22.8,499304044207
Lake Robertside,3/5/2019,29.12,4058488101142
Sotoville,3/29/2019,34.97,7313956062903
South Brenda,4/28/2019,27.86,5857212189710
Port Shane,4/9/2019,27.66,4022340141966
Lake Omar,3/26/2019,48.26,5014086961990
Lake Robertside,4/30/2019,22.26,202043410246
Lake Robertside,3/18/2019,44.21,9839854233835
South Brenda,4/21/2019,17.8,3500924024641
North Timothy,4/6/2019,38.39,4781274767887
Nicolechester,4/10/2019,38.08,8122088232004
Port Shane,4/23/2019,42.26,8341982666719
New Shannonberg,4/20/2019,30.82,6829641849335
Veronicaberg,1/19/2019,19.28,2351082274727
West Hannah,1/9/2019,14.41,1044914110317
Port Shane,3/2/2019,14.95,2803204948363
Nicolechester,3/8/2019,16.35,1045798809359
Victoriaport,4/22/2019,16.31,6069171955919
New Raymond,1/5/2019,22.5,7832889931082
New Shannonberg,2/1/2019,34.09,8588717292946
East Marymouth,4/27/2019,36.11,8307460338356
Williamsonville,1/9/2019,48.73,6507706939008
East Kentstad,4/19/2019,22.42,1136558207239
Victoriaport,2/2/2019,25.68,8997392253805
New Raymond,1/2/2019,45.32,8881105109599
Victoriaport,4/2/2019,12.19,6988300070777
Barronchester,4/25/2019,36.13,2660177707065
Brandonfort,4/8/2019,35.64,6109525300344
Lewishaven,4/19/2019,21.92,7108986085790
Brandonfort,3/22/2019,38.66,4748541004175
Port Shane,3/26/2019,19.03,6010401984537
East Marymouth,3/21/2019,17.43,1621338088820
New Shannonberg,1/15/2019,35.34,7445877019367
New Shannonberg,5/5/2019,16.77,8389782417445
Lake Ann,2/14/2019,42.13,6192401377301
Victoriaport,3/14/2019,16.5,7106912999135
North Richardhaven,1/22/2019,18.45,2627726489605
Rodriguezview,4/20/2019,23.58,3289957353125
Grayville,4/6/2019,18.11,6203774514474
Lake Robertside,1/13/2019,28.37,5199680612896
West Hannah,2/1/2019,33.85,8296563108808
New Olivia,2/5/2019,47.15,7736815814329
Grayville,4/28/2019,43.22,6018910939581
Port Shane,3/15/2019,31.58,2552978514662
Myersshire,3/26/2019,28.71,2180652304041
Lake Ann,4/30/2019,14.56,5470772614012
Colemanland,4/20/2019,20.83,2981565641427
West Kimmouth,1/4/2019,20.69,1687206700447
Lake Ann,3/6/2019,13.61,1257553992293
Lake Scott,4/29/2019,25.75,4959514979080
Mezachester,3/25/2019,21.89,2294831365065
Brandonfort,5/2/2019,48.63,4443575880282
Lake Scott,3/26/2019,26.24,1980313728671
Veronicaberg,4/24/2019,49.45,5877628036170
Lewisland,1/25/2019,32.38,8332226417129
Lake Scott,5/7/2019,21.72,7626061808220
East Marymouth,4/3/2019,26.93,3384028141202
Sotoville,4/22/2019,46.5,7088151468507
North Richardhaven,3/3/2019,18.17,3252030700789
New Shannonberg,2/9/2019,37.52,3107911163811
New Raymond,5/1/2019,14.2,1535089996030
Brandonfort,1/2/2019,49.95,1298465164057
Lake Scott,1/3/2019,47.97,8024881377404
Nicolechester,5/2/2019,36.59,6821451074310
East Marymouth,5/1/2019,13.17,9052669788424
Myersshire,1/25/2019,35.65,3459456166162
Nicolechester,3/4/2019,27.67,1790409286394
Davidfurt,1/5/2019,31.48,1953915881204
Josephside,3/12/2019,29.47,1697181089451
Myersshire,1/2/2019,33.62,6489718708394
Sotoville,1/25/2019,24.13,7372157726656
Veronicaberg,2/2/2019,26.42,8456789960080
Josephside,1/18/2019,33.07,7129661940616
Rodriguezview,2/17/2019,22.76,2750365542698
Lewisland,4/8/2019,35.16,5715574777818
Sotoville,4/23/2019,34.87,99483095214
Davidfurt,1/17/2019,28.28,6647857817333
Mezachester,1/22/2019,40.67,1956901251838
Josephside,3/3/2019,17.39,1280375339328
Mezachester,3/18/2019,40.81,9431152912582
New Shannonberg,2/26/2019,16.39,1105944917601
East Marymouth,3/8/2019,43.79,1703166685294
South Brenda,1/19/2019,44.36,6108194089857
Colemanland,3/5/2019,13.39,8894920928658
New Shannonberg,5/3/2019,34.08,1767826635739
East Aaronbury,3/16/2019,20.59,6153017911679
East Aaronbury,1/27/2019,28.56,5981083119511
East Danielview,2/25/2019,26.33,513607352842
Barronchester,3/31/2019,44.24,1252888806772
Mezachester,4/26/2019,30.75,3181640027590
South Teresa,4/2/2019,23.78,295848311917
East Kentstad,3/24/2019,31.53,1907259346172
Brandonfort,3/19/2019,45.52,201086012271
New Shannonberg,5/7/2019,20.52,8313701567867
Grayville,2/19/2019,19.52,9233978205608
South Teresa,3/28/2019,17.5,9665109040886
East Marymouth,3/12/2019,38.26,5237668148484
Lake Robertside,4/10/2019,34.14,9363510386967
Colemanland,3/2/2019,36.81,116923856607
South Brenda,1/10/2019,47.52,3069086465155
Lewisland,1/28/2019,35.6,9368246062437
New Raymond,1/15/2019,47.01,3568107406141
North Richardhaven,1/1/2019,31.15,7188584539017
Josephside,4/17/2019,32.72,6317907123249
Nicolechester,4/5/2019,19.57,1109468556407
Veronicaberg,1/18/2019,33.04,4341351420885
Colemanland,2/20/2019,43.09,8700311126445
Lewishaven,4/20/2019,21.23,8139519107206
Mezachester,1/6/2019,39.83,8422380883301
Williamsonville,2/1/2019,38.9,1247989019244
Josephside,1/17/2019,35.68,4973368930844
New Olivia,4/17/2019,30.81,1521286015117
East Marymouth,1/27/2019,43.06,6911376462689
Lewishaven,4/27/2019,14.01,6524982895248
North Richardhaven,1/28/2019,21.85,3776624333431
New Raymond,3/8/2019,34.45,8895706094475
